fight_url,winner
http://ufcstats.com/fight-details/b23554da35a84fbc,Cody Haddon
http://ufcstats.com/fight-details/de484433eef22e1d,Clayton Carpenter
http://ufcstats.com/fight-details/8c5e06c71f392f33,Alex Pereira
http://ufcstats.com/fight-details/1d68bb733de24b06,Julianna Pena
http://ufcstats.com/fight-details/3d7d82fff71e395a,Mario Bautista
http://ufcstats.com/fight-details/5931cd9cf5da5f75,Roman Dolidze
http://ufcstats.com/fight-details/9ea124a13d071186,Kayla Harrison
http://ufcstats.com/fight-details/69bca5091b2a31f6,Joaquin Buckley
http://ufcstats.com/fight-details/eb73b63bbd7b88a7,Iasmin Lucindo
http://ufcstats.com/fight-details/e8aad69aace1d31f,Alexander Hernandez
http://ufcstats.com/fight-details/ed5b6681ab4e83e5,Cesar Almeida
http://ufcstats.com/fight-details/58dec0a39cdefa3f,Ryan Spann
http://ufcstats.com/fight-details/58e5fc1914c4e641,Tecia Pennington
http://ufcstats.com/fight-details/84b3577229880760,Court McGee
http://ufcstats.com/fight-details/7ca4c91bab696b89,Renato Moicano
http://ufcstats.com/fight-details/62ff1e5deb124ff5,Nassourdine Imavov
http://ufcstats.com/fight-details/19706d8ba0edf9cd,William Gomis
http://ufcstats.com/fight-details/45f00a42a17f8e2a,Bryan Battle
http://ufcstats.com/fight-details/f114929ed709606e,Morgan Charriere
http://ufcstats.com/fight-details/d806aacf5b6ba7f6,Fares Ziam
http://ufcstats.com/fight-details/89b772f864acb637,Ion Cutelaba
http://ufcstats.com/fight-details/3599e9de4ae0e171,Oumar Sy
http://ufcstats.com/fight-details/e01019fbfe0e9528,Ludovit Klein
http://ufcstats.com/fight-details/d063d46208c560b1,Taylor Lapilus
http://ufcstats.com/fight-details/7ba432e218edc17d,Ailin Perez
http://ufcstats.com/fight-details/47d978a984a163aa,Daniel Barez
http://ufcstats.com/fight-details/a187670c5ee1ec5f,Jacqueline Cavalcanti
http://ufcstats.com/fight-details/eedc7fccf7037949,Chris Duncan
http://ufcstats.com/fight-details/3146e5a47a922976,Merab Dvalishvili
http://ufcstats.com/fight-details/6f83cfae0c800ef8,Valentina Shevchenko
http://ufcstats.com/fight-details/2335e75ce63805b6,Diego Lopes
http://ufcstats.com/fight-details/27d98a8ee6608e27,Esteban Ribovics
http://ufcstats.com/fight-details/78b506e5092a27fd,Ronaldo Rodriguez
http://ufcstats.com/fight-details/2397e2a92710705a,Norma Dumont
http://ufcstats.com/fight-details/3733d100f7bd5590,Ignacio Bahamondes
http://ufcstats.com/fight-details/c60a317c7767abb7,Ketlen Souza
http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,Joshua Van
http://ufcstats.com/fight-details/3cdc6fea724be133,Raul Rosas Jr.
http://ufcstats.com/fight-details/ee9ade72b44dfa06,Sean Brady
http://ufcstats.com/fight-details/bcfaf1dd78f12f97,Natalia Silva
http://ufcstats.com/fight-details/453e6f2665c85fd7,Steve Garcia
http://ufcstats.com/fight-details/fe59646ebad8b6e4,Cody Durden
http://ufcstats.com/fight-details/75fa9c0bb31caaa3,Yanal Ashmouz
http://ufcstats.com/fight-details/b80c6eba11c54778,Chris Padilla
http://ufcstats.com/fight-details/abfd5ac6cf186d8a,Isaac Dulgarian
http://ufcstats.com/fight-details/69bde5bae0d6ec4f,Andre Lima
http://ufcstats.com/fight-details/6e9876d2be2bbd02,Gabriel Santos
http://ufcstats.com/fight-details/f1613b372748c8bb,Jaqueline Amorim
http://ufcstats.com/fight-details/f734b497add754af,Andre Petroski
http://ufcstats.com/fight-details/0c418b9cdfd525c9,Nathan Fletcher
http://ufcstats.com/fight-details/15805ae1eea3343e,Caio Borralho
http://ufcstats.com/fight-details/70afe9e0d2422252,Tabatha Ricci
http://ufcstats.com/fight-details/5c5523a6bf83e44f,Ryan Loder
http://ufcstats.com/fight-details/bad06a5380d762b8,Mairon Santos
http://ufcstats.com/fight-details/ae50a1a655b1a8f6,Michael Morales
http://ufcstats.com/fight-details/2cbd53e43d3f606b,Gerald Meerschaert
http://ufcstats.com/fight-details/560f1e26c2a6690a,Francis Marshall
http://ufcstats.com/fight-details/d2caa1ddb9de7481,Zach Reese
http://ufcstats.com/fight-details/ba8eda6993922ba0,Viacheslav Borshchev
http://ufcstats.com/fight-details/903d588b30a471e8,Jacqueline Cavalcanti
http://ufcstats.com/fight-details/d4127baf74b0e791,Wang Cong
http://ufcstats.com/fight-details/6c44af21414e4143,Dricus Du Plessis
http://ufcstats.com/fight-details/bf8c5effd23f69c4,Kai Kara-France
http://ufcstats.com/fight-details/059f5cf0e9e37627,Dan Hooker
http://ufcstats.com/fight-details/dd3d8f7066c145b7,Jairzinho Rozenstruik
http://ufcstats.com/fight-details/3c319d4659e6c8fd,Carlos Prates
http://ufcstats.com/fight-details/ea4ff1d77928b029,Valter Walker
http://ufcstats.com/fight-details/43ebfc8914a39061,Ricardo Ramos
http://ufcstats.com/fight-details/b9d5c77ae7a8109b,Casey O'Neill
http://ufcstats.com/fight-details/bfff6cf22c1c569c,Jack Jenkins
http://ufcstats.com/fight-details/ce75f5ecbc0d3dfd,Tom Nolan
http://ufcstats.com/fight-details/ea824ac4b8ed8a35,Song Kenan
http://ufcstats.com/fight-details/075a102456080ab2,Jesus Aguilar
http://ufcstats.com/fight-details/84973bbdffaf0d0e,Serghei Spivac
http://ufcstats.com/fight-details/e72a2130e7387637,Chepe Mariscal
http://ufcstats.com/fight-details/7b4284bd3033a319,Danny Barlow
http://ufcstats.com/fight-details/6aa89b7b5350b8e2,Chris Gutierrez
http://ufcstats.com/fight-details/e0b14afd93af5638,Yana Santos
http://ufcstats.com/fight-details/1332c1037c955d82,Toshiomi Kazama
http://ufcstats.com/fight-details/a7ac1dfcdc083694,Karol Rosa
http://ufcstats.com/fight-details/6bcaa0de4003cc41,Jhonata Diniz
http://ufcstats.com/fight-details/cd9851b8eadb53a9,Youssef Zalal
http://ufcstats.com/fight-details/1b5d5af1bc0a34c7,Stephanie Luciano
http://ufcstats.com/fight-details/33655fd07cfbe034,Umar Nurmagomedov
http://ufcstats.com/fight-details/b38450d9aa0f52b8,Shara Magomedov
http://ufcstats.com/fight-details/bb85e207eba236bc,Deiveson Figueiredo
http://ufcstats.com/fight-details/2d39c26876246223,Michael Chiesa
http://ufcstats.com/fight-details/d0d74672150ddea3,Mackenzie Dern
http://ufcstats.com/fight-details/de767dd5216bcad9,Joel Alvarez
http://ufcstats.com/fight-details/fbbb703581440496,Azamat Murzakanov
http://ufcstats.com/fight-details/1cd63899011c4bf6,Kaue Fernandes
http://ufcstats.com/fight-details/637f792270a0c746,Shamil Gaziev
http://ufcstats.com/fight-details/77df662671ce11c5,Guram Kutateladze
http://ufcstats.com/fight-details/f80143e1f3c3d319,Sam Hughes
http://ufcstats.com/fight-details/d038ff5ac21094f3,Jai Herbert
http://ufcstats.com/fight-details/e6851877e33d343f,Sedriques Dumas
http://ufcstats.com/fight-details/ec5163539a133f17,Belal Muhammad
http://ufcstats.com/fight-details/ec434314c5438fc7,Tom Aspinall
http://ufcstats.com/fight-details/3e2bde19e752f64b,Paddy Pimblett
http://ufcstats.com/fight-details/f02fed4e98048471,Gregory Rodrigues
http://ufcstats.com/fight-details/8a2e28da18ba6a25,Arnold Allen
http://ufcstats.com/fight-details/45e6a9b56ee3a9d1,Nathaniel Wood
http://ufcstats.com/fight-details/678eda89a096dde8,Bruna Brasil
http://ufcstats.com/fight-details/9d8c32c60df0e287,Jake Hadley
http://ufcstats.com/fight-details/d6e240c47ba6034d,Muhammad Mokaev
http://ufcstats.com/fight-details/16b0a16ab2e20fdb,Oban Elliott
http://ufcstats.com/fight-details/026bb9fd1b3f239d,Modestas Bukauskas
http://ufcstats.com/fight-details/3183dfe66fcdd25f,Sam Patterson
http://ufcstats.com/fight-details/a5558e8fec59a687,Mick Parkin
http://ufcstats.com/fight-details/dff2ef8fdde8c502,Shauna Bannon
http://ufcstats.com/fight-details/4a00db8aeff200a2,Virna Jandiroba
http://ufcstats.com/fight-details/120ec60ad18cf6c5,Steve Garcia
http://ufcstats.com/fight-details/9eaa33f874bbb999,Kurt Holobaugh
http://ufcstats.com/fight-details/94541dd979e0b4bd,Bruno Silva
http://ufcstats.com/fight-details/ec8bc554a0646638,Dooho Choi
http://ufcstats.com/fight-details/6e6567a98ea78891,Hyder Amil
http://ufcstats.com/fight-details/40c18c6d64463809,Cody Gibson
http://ufcstats.com/fight-details/e655774643881e6c,Miranda Maverick
http://ufcstats.com/fight-details/b3f1253d0a991791,Trey Ogden
http://ufcstats.com/fight-details/c3ef9edf73626521,Luana Carolina
http://ufcstats.com/fight-details/836e9bc5c1f6acd3,Thomas Petersen
http://ufcstats.com/fight-details/1394ce1832ddefe0,Rose Namajunas
http://ufcstats.com/fight-details/dff8e4ef87d69516,Muslim Salikhov
http://ufcstats.com/fight-details/54de03e04f571735,Jean Silva
http://ufcstats.com/fight-details/dad759ec50508147,Gabriel Bonfim
http://ufcstats.com/fight-details/a63bb85cc39389c7,Julian Erosa
http://ufcstats.com/fight-details/46fa8e79fe8a9539,
http://ufcstats.com/fight-details/80108a70c4afa6c2,Charles Johnson
http://ufcstats.com/fight-details/582afc25875911d1,Jasmine Jasudavicius
http://ufcstats.com/fight-details/5eebde8fb4d67259,Montel Jackson
http://ufcstats.com/fight-details/e06bfd0100eccbad,Luana Santos
http://ufcstats.com/fight-details/d8e8d41282fc90dc,Andre Petroski
http://ufcstats.com/fight-details/25747d81ae5c6564,Evan Elder
http://ufcstats.com/fight-details/bca5d01f8775f852,Alex Pereira
http://ufcstats.com/fight-details/fc8ad0c7fc70dde7,Diego Lopes
http://ufcstats.com/fight-details/bf878c083a6b30ad,Roman Dolidze
http://ufcstats.com/fight-details/a571c622ab89b3d9,Macy Chiasson
http://ufcstats.com/fight-details/fbf77262d8da342b,Ian Machado Garry
http://ufcstats.com/fight-details/daa6b47be304ec86,Joe Pyfer
http://ufcstats.com/fight-details/08489fdfb56ee19c,Andre Fili
http://ufcstats.com/fight-details/2b7883b304b3df1c,Jean Silva
http://ufcstats.com/fight-details/5f8a92f10e5451ce,Payton Talbott
http://ufcstats.com/fight-details/2517029ff9c1a1a2,Gillian Robertson
http://ufcstats.com/fight-details/3bbc222130d9dac7,Martin Buday
http://ufcstats.com/fight-details/7856621db043423d,Rei Tsuruya
http://ufcstats.com/fight-details/bbe3d8a37a276511,Vinicius Oliveira
http://ufcstats.com/fight-details/eba46dbf9cdd83c0,Robert Whittaker
http://ufcstats.com/fight-details/cd3bb8a2824fbf22,Alexander Volkov
http://ufcstats.com/fight-details/8ddd53a7ed3754d5,Kelvin Gastelum
http://ufcstats.com/fight-details/fbbf5391ea25521b,Shara Magomedov
http://ufcstats.com/fight-details/9d5f562e0572058c,Volkan Oezdemir
http://ufcstats.com/fight-details/774fb0c0c1c2bc6a,Nasrat Haqparast
http://ufcstats.com/fight-details/8bd5f20f49434c65,Felipe Lima
http://ufcstats.com/fight-details/de1acb6803ab3f14,Rinat Fakhretdinov
http://ufcstats.com/fight-details/8db5cf5df713a7e9,Muin Gafurov
http://ufcstats.com/fight-details/0ac2da3dbaf2fce2,Magomed Gadzhiyasulov
http://ufcstats.com/fight-details/c0d6feef69ccb330,ChangHo Lee
http://ufcstats.com/fight-details/7f14be4e45bca6bd,Tatsuro Taira
http://ufcstats.com/fight-details/6bdb93f9b4581bf6,Miles Johns
http://ufcstats.com/fight-details/78a7bf038e56881d,Lucas Almeida
http://ufcstats.com/fight-details/fea3a0643218e16b,Brady Hiestand
http://ufcstats.com/fight-details/3b1438e9ec64990e,Asu Almabayev
http://ufcstats.com/fight-details/ab7bc93bdf4132c4,Adam Fugitt
http://ufcstats.com/fight-details/6f31285305881fe3,Nate Maness
http://ufcstats.com/fight-details/19ef5890b20f903a,Gabriella Fernandes
http://ufcstats.com/fight-details/e47523ac32bfa24c,Westin Wilson
http://ufcstats.com/fight-details/94f5b35b2b6c72b1,Melquizael Costa
http://ufcstats.com/fight-details/06713afc60301c0c,Josefine Knutsson
http://ufcstats.com/fight-details/052f53e006b28132,Nassourdine Imavov
http://ufcstats.com/fight-details/2d12ae4683bbf433,Dominick Reyes
http://ufcstats.com/fight-details/b34abcfe4c2e8a57,Raul Rosas Jr.
http://ufcstats.com/fight-details/dcc0c53100fa1dd2,Brunno Ferreira
http://ufcstats.com/fight-details/3b12094dd48c2dc5,Zach Reese
http://ufcstats.com/fight-details/393f9bc7b51791a6,Punahele Soriano
http://ufcstats.com/fight-details/251983e1bdae20fe,Ludovit Klein
http://ufcstats.com/fight-details/8afe89f5c451b372,Carlos Prates
http://ufcstats.com/fight-details/4c0adccb34c1d995,Brad Katona
http://ufcstats.com/fight-details/a91fdb21a7ff52e5,Montana De La Rosa
http://ufcstats.com/fight-details/e976815e397c40e1,Daniel Marcos
http://ufcstats.com/fight-details/790a8cd528233e50,Denise Gomes
http://ufcstats.com/fight-details/753735b48b1c20b9,Taylor Lapilus
http://ufcstats.com/fight-details/b20640f9b2634de1,Puja Tomar
http://ufcstats.com/fight-details/1a0031e2072f21b6,Islam Makhachev
http://ufcstats.com/fight-details/9e7538a788e6d789,Sean Strickland
http://ufcstats.com/fight-details/605c16fa5a803b15,Kevin Holland
http://ufcstats.com/fight-details/b5d5b8e06ccb70a3,Niko Price
http://ufcstats.com/fight-details/fd2d814a8a23798f,Randy Brown
http://ufcstats.com/fight-details/ee24be90a01f552e,Roman Kopylov
http://ufcstats.com/fight-details/c0af8cf5befb2dcf,Jailton Almeida
http://ufcstats.com/fight-details/cf306c4714530f31,Grant Dawson
http://ufcstats.com/fight-details/b7575b0ec9f81741,Jake Matthews
http://ufcstats.com/fight-details/7d9bb6fda0ea1ee0,Bassil Hafez
http://ufcstats.com/fight-details/2554b31a07f34e1a,Ailin Perez
http://ufcstats.com/fight-details/f1d3eec12662d8d7,Andre Lima
http://ufcstats.com/fight-details/17aa636aa98678d3,Lerone Murphy
http://ufcstats.com/fight-details/85ddb65429a9d517,Khaos Williams
http://ufcstats.com/fight-details/20220ace492af368,Themba Gorimbo
http://ufcstats.com/fight-details/5dcade01fc840da6,Adrian Yanez
http://ufcstats.com/fight-details/2a43df4cc047a28b,Angela Hill
http://ufcstats.com/fight-details/b5df5a0a0bda9256,Tom Nolan
http://ufcstats.com/fight-details/68ee31dd0853cdc9,Oumar Sy
http://ufcstats.com/fight-details/3aea9c60d25fc93b,Melissa Gatto
http://ufcstats.com/fight-details/fc2bdd67c1a056a4,Abus Magomedov
http://ufcstats.com/fight-details/28c6de749d0d0e9d,Ariane Carnelossi
http://ufcstats.com/fight-details/63605e9f3e71d738,Alatengheili
http://ufcstats.com/fight-details/069df63733dcf697,Vanessa Demopoulos
http://ufcstats.com/fight-details/6f0f84075fa1a4b0,Derrick Lewis
http://ufcstats.com/fight-details/b78a222fb448aed4,Joaquin Buckley
http://ufcstats.com/fight-details/a049c12f43914449,Carlos Ulberg
http://ufcstats.com/fight-details/6c67aa7063717a0c,Diego Ferreira
http://ufcstats.com/fight-details/8aa07b6cc40f0cb2,Sean Woodson
http://ufcstats.com/fight-details/e98eb6de29c62c9c,Waldo Cortes Acosta
http://ufcstats.com/fight-details/420a5e3b4010ebef,Chase Hooper
http://ufcstats.com/fight-details/8d9bcbb48888a5a3,Esteban Ribovics
http://ufcstats.com/fight-details/13d8d5cd83e5b57e,Tabatha Ricci
http://ufcstats.com/fight-details/ec5d705232983b87,Trey Waters
http://ufcstats.com/fight-details/4b45f190122a1ce1,Charles Johnson
http://ufcstats.com/fight-details/ccf3b6eda4c2a564,Veronica Hardy
http://ufcstats.com/fight-details/3f419fce8ba8aa0e,Alexandre Pantoja
http://ufcstats.com/fight-details/b3d88eaea611a4a8,Jose Aldo
http://ufcstats.com/fight-details/a8718a3419a11e15,Anthony Smith
http://ufcstats.com/fight-details/3e74caa9fff4a5eb,Michel Pereira
http://ufcstats.com/fight-details/2db0998b24c11ea0,Caio Borralho
http://ufcstats.com/fight-details/c456b1950208e0b2,Joanderson Brito
http://ufcstats.com/fight-details/c84a29f426f1aab7,Iasmin Lucindo
http://ufcstats.com/fight-details/8a121f9c48f3773c,Myktybek Orolbai
http://ufcstats.com/fight-details/2faf5b8d708f8e94,Drakkar Klose
http://ufcstats.com/fight-details/b9de363e6b406853,Mauricio Ruffy
http://ufcstats.com/fight-details/4661e9ca9354021e,Dione Barbosa
http://ufcstats.com/fight-details/89db7aca37b87711,Ismael Bonfim
http://ufcstats.com/fight-details/fe0f1b418e6d3ecb,Alessandro Costa
http://ufcstats.com/fight-details/a0cae57eae875820,Alex Perez
http://ufcstats.com/fight-details/f41e83de703acf85,Bogdan Guskov
http://ufcstats.com/fight-details/45de6d0b9cf5451c,Karine Silva
http://ufcstats.com/fight-details/dae70ccdf9e7475e,Jhonata Diniz
http://ufcstats.com/fight-details/7ca5604d99220e88,David Onama
http://ufcstats.com/fight-details/6ea77cb62aa2f276,Uros Medic
http://ufcstats.com/fight-details/55231cc4112334b4,Victor Henry
http://ufcstats.com/fight-details/681cd3cc6299d652,Austin Hubbard
http://ufcstats.com/fight-details/417049c7a3d65ccc,Don'Tale Mayes
http://ufcstats.com/fight-details/4915c8a588513c22,Ketlen Souza
http://ufcstats.com/fight-details/0a85b3ad328205ff,Chris Padilla
http://ufcstats.com/fight-details/1631f70535ae5dcc,Ivana Petrovic
http://ufcstats.com/fight-details/0976778a6e6cf8a8,Maheshate
http://ufcstats.com/fight-details/e4931f3ab3bf4141,Alex Pereira
http://ufcstats.com/fight-details/66eddbe35056c06d,Zhang Weili
http://ufcstats.com/fight-details/cf5e8f98159c3971,Max Holloway
http://ufcstats.com/fight-details/01f7c28804746979,Arman Tsarukyan
http://ufcstats.com/fight-details/0c2e3988793b418c,Bo Nickal
http://ufcstats.com/fight-details/eda1e8c285a0a788,Jiri Prochazka
http://ufcstats.com/fight-details/d95f21817a56eb05,Aljamain Sterling
http://ufcstats.com/fight-details/b1ac165326d8f29e,Kayla Harrison
http://ufcstats.com/fight-details/538ca98010ed00ec,Diego Lopes
http://ufcstats.com/fight-details/18824fa5c15c212f,Renato Moicano
http://ufcstats.com/fight-details/603afedc31d95999,Jessica Andrade
http://ufcstats.com/fight-details/efdad54c8550e6e0,King Green
http://ufcstats.com/fight-details/3ab0d8b344d2ebea,Deiveson Figueiredo
http://ufcstats.com/fight-details/3ce96bb0c69b39be,Brendan Allen
http://ufcstats.com/fight-details/9c22ddb8d8fc1838,Damon Jackson
http://ufcstats.com/fight-details/32375b4435fea5e6,Chepe Mariscal
http://ufcstats.com/fight-details/6ff21ea2c75c48ed,Ignacio Bahamondes
http://ufcstats.com/fight-details/47f8812a335b6ce9,Charlie Campbell
http://ufcstats.com/fight-details/0b9cd718d7e329e8,Alex Morono
http://ufcstats.com/fight-details/ff5a8078ea85bbc7,Lukasz Brzeski
http://ufcstats.com/fight-details/188e6416157e5a1f,Norma Dumont
http://ufcstats.com/fight-details/5c3b8819dbe98114,Victor Hugo
http://ufcstats.com/fight-details/1f7566c90343a680,Jean Matsumoto
http://ufcstats.com/fight-details/3cf5e0ebb5f8322c,Cesar Almeida
http://ufcstats.com/fight-details/1685eecc7ef37fb5,Nora Cornolle
http://ufcstats.com/fight-details/e6d4fdad2b3422d1,Manon Fiorot
http://ufcstats.com/fight-details/de12349f334c964e,Joaquin Buckley
http://ufcstats.com/fight-details/77992b8727382373,Chris Weidman
http://ufcstats.com/fight-details/e30250daa73005a8,Nursulton Ruziboev
http://ufcstats.com/fight-details/91aa08e910fb4412,Kyle Nelson
http://ufcstats.com/fight-details/eb9f9f61507497a5,Chidi Njokuani
http://ufcstats.com/fight-details/636b01ee49925e49,Nate Landwehr
http://ufcstats.com/fight-details/99dc6d45cbdfa322,Virna Jandiroba
http://ufcstats.com/fight-details/976abc27a4e5e26a,Julio Arce
http://ufcstats.com/fight-details/f59cefe16905d62c,Dennis Buzukja
http://ufcstats.com/fight-details/697e38075fd41819,Ibo Aslan
http://ufcstats.com/fight-details/ce33085fc5205bab,Jacob Malkoun
http://ufcstats.com/fight-details/17e8ab0065e9085f,Caolan Loughran
http://ufcstats.com/fight-details/faf19712bd7ea41e,Rose Namajunas
http://ufcstats.com/fight-details/cd6452a463ec8a28,Karl Williams
http://ufcstats.com/fight-details/d564e3a6c77d0c85,Edmen Shahbazyan
http://ufcstats.com/fight-details/127be512f86618b2,Payton Talbott
http://ufcstats.com/fight-details/72f123ddb4cc9d1c,Youssef Zalal
http://ufcstats.com/fight-details/a1294453a28beda3,Fernando Padilla
http://ufcstats.com/fight-details/de7cb625bdec0f91,Trey Ogden
http://ufcstats.com/fight-details/8c8337ce8437fe2e,Julian Erosa
http://ufcstats.com/fight-details/48ff3f1bcefbf965,Miles Johns
http://ufcstats.com/fight-details/0e6782b758451063,Jarno Errens
http://ufcstats.com/fight-details/f1c3abce15ef053e,Daria Zhelezniakova
http://ufcstats.com/fight-details/f4ea27d942a390a5,Andre Lima
http://ufcstats.com/fight-details/3223b7e196a07224,Mick Parkin
http://ufcstats.com/fight-details/8bc0c220f7dcefa7,Marcin Tybura
http://ufcstats.com/fight-details/a7fd9da657bbce8e,
http://ufcstats.com/fight-details/35f9beb94b4ef9e2,Ovince Saint Preux
http://ufcstats.com/fight-details/acc7392d48cc09a0,Christian Rodriguez
http://ufcstats.com/fight-details/2f414494f2b6f426,Macy Chiasson
http://ufcstats.com/fight-details/569e0ba18701c305,Gerald Meerschaert
http://ufcstats.com/fight-details/4f20f3ada1489823,Mike Davis
http://ufcstats.com/fight-details/711ec0545552455b,Chelsea Chandler
http://ufcstats.com/fight-details/451df53c13185584,Jafel Filho
http://ufcstats.com/fight-details/c26f27667c230391,Danny Silva
http://ufcstats.com/fight-details/66873dde4077bd5d,Jaqueline Amorim
http://ufcstats.com/fight-details/537b3cef39d2d573,Thiago Moises
http://ufcstats.com/fight-details/f1cbd73e7be64d28,Chad Anheliger
http://ufcstats.com/fight-details/894c44c3d04aaf6f,Sean O'Malley
http://ufcstats.com/fight-details/6e73ebbd089aff5e,Dustin Poirier
http://ufcstats.com/fight-details/270edfb687c0d20c,Michael Page
http://ufcstats.com/fight-details/68f7f992603192c6,Jack Della Maddalena
http://ufcstats.com/fight-details/9861b6d04e6ed43c,Petr Yan
http://ufcstats.com/fight-details/0133019a4f1055ee,Curtis Blaydes
http://ufcstats.com/fight-details/33658a3ca932d15d,Maycee Barber
http://ufcstats.com/fight-details/8baff440b82afd2b,Mateusz Gamrot
http://ufcstats.com/fight-details/ebb758b49e82d0ed,Kyler Phillips
http://ufcstats.com/fight-details/7bc7af11050e861b,Philipe Lins
http://ufcstats.com/fight-details/f0a9dfbb6f6ac852,Michel Pereira
http://ufcstats.com/fight-details/cbdf29f36b343f6f,Robelis Despaigne
http://ufcstats.com/fight-details/3d3dde60e3d59c1c,Asu Almabayev
http://ufcstats.com/fight-details/3677ce6c1ee06a83,Joanne Wood
http://ufcstats.com/fight-details/838fd9d2b14e0790,Jairzinho Rozenstruik
http://ufcstats.com/fight-details/df3cc5ec78d05a71,Vitor Petrino
http://ufcstats.com/fight-details/5a82757b553c40fc,Muhammad Mokaev
http://ufcstats.com/fight-details/dcf5014e56649c2f,Umar Nurmagomedov
http://ufcstats.com/fight-details/024beecfd3f0ed7a,Steve Erceg
http://ufcstats.com/fight-details/32bd7ed48f5aea7e,Eryk Anders
http://ufcstats.com/fight-details/cde2f88251b73305,Vinicius Oliveira
http://ufcstats.com/fight-details/a7d397cd0f2ac93a,Aiemann Zahabi
http://ufcstats.com/fight-details/3ea7d69a1238f26a,Christian Leroy Duncan
http://ufcstats.com/fight-details/4e566db7d26df001,Ludovit Klein
http://ufcstats.com/fight-details/ba8f219260e212f8,Loik Radzhabov
http://ufcstats.com/fight-details/74f5cbecac011abb,Brandon Royval
http://ufcstats.com/fight-details/3b05a4ced6dd74f5,Brian Ortega
http://ufcstats.com/fight-details/ecbece0cbd60029e,Daniel Zellhuber
http://ufcstats.com/fight-details/6e4acb2aaa2cee56,Yazmin Jauregui
http://ufcstats.com/fight-details/673a156925dfb31d,Manuel Torres
http://ufcstats.com/fight-details/063e7ce759c52f81,Raoni Barcelos
http://ufcstats.com/fight-details/d1d3b6ab8a56e973,Jesus Aguilar
http://ufcstats.com/fight-details/1c03c1bb62f3aed6,Edgar Chairez
http://ufcstats.com/fight-details/a376f6d5806d0c90,Fares Ziam
http://ufcstats.com/fight-details/5e8c710f9f27aff8,Ronaldo Rodriguez
http://ufcstats.com/fight-details/93ddc6b233d1956a,Felipe dos Santos
http://ufcstats.com/fight-details/50dae6b76c9c6490,Muhammad Naimov
http://ufcstats.com/fight-details/bec3154a11df3299,Ilia Topuria
http://ufcstats.com/fight-details/01432891260084a4,Robert Whittaker
http://ufcstats.com/fight-details/8fb0092430448368,Ian Machado Garry
http://ufcstats.com/fight-details/9785420602b452f7,Merab Dvalishvili
http://ufcstats.com/fight-details/f87a3fa07f0009c9,Anthony Hernandez
http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,Amanda Lemos
http://ufcstats.com/fight-details/1456a3f96ac7e35b,Marcos Rogerio de Lima
http://ufcstats.com/fight-details/e92fb5c609e20b49,Rinya Nakamura
http://ufcstats.com/fight-details/aeb3e4d9710207a4,Zhang Mingyang
http://ufcstats.com/fight-details/ef13ed466e0b42d8,Danny Barlow
http://ufcstats.com/fight-details/9ddaa62cc806958d,Oban Elliott
http://ufcstats.com/fight-details/b7d238437d6644ce,Miranda Maverick
http://ufcstats.com/fight-details/406f2aacd1d1faf9,Jack Hermansson
http://ufcstats.com/fight-details/25259e230be9cdc9,Dan Ige
http://ufcstats.com/fight-details/17050a7b673dc49d,Ihor Potieria
http://ufcstats.com/fight-details/e7938bac3ec8b442,Gregory Rodrigues
http://ufcstats.com/fight-details/5304956aada097e8,Michael Johnson
http://ufcstats.com/fight-details/9d8473ae274ed625,Rodolfo Vieira
http://ufcstats.com/fight-details/246fef4b19c3a7ed,Carlos Prates
http://ufcstats.com/fight-details/edf46d6962be7e8d,Bolaji Oki
http://ufcstats.com/fight-details/c3986c1a56a6e94d,Loma Lookboonmee
http://ufcstats.com/fight-details/dbfd7616dec2b6d5,Marcin Prachnio
http://ufcstats.com/fight-details/08f7a60bd84a6b3c,Max Griffin
http://ufcstats.com/fight-details/ad26bf55ff201f4f,Bogdan Guskov
http://ufcstats.com/fight-details/478a637045ad49fb,Hyder Amil
http://ufcstats.com/fight-details/6cd542650d886c22,
http://ufcstats.com/fight-details/767ceb4a0cb43ade,Nassourdine Imavov
http://ufcstats.com/fight-details/733e675fd7c0052a,Renato Moicano
http://ufcstats.com/fight-details/af6d56860ba4d259,Randy Brown
http://ufcstats.com/fight-details/7b1882dc76786d77,Natalia Silva
http://ufcstats.com/fight-details/415ea2520b7ba720,
http://ufcstats.com/fight-details/330d86bfaa4155fe,Charles Radtke
http://ufcstats.com/fight-details/d4ace70b3661ee6c,Molly McCann
http://ufcstats.com/fight-details/ca7d61e167d7789c,Charles Johnson
http://ufcstats.com/fight-details/4cff9aeef3ac75c1,Themba Gorimbo
http://ufcstats.com/fight-details/e1930496b33fa636,JeongYeong Lee
http://ufcstats.com/fight-details/c28d40498150de90,Luana Carolina
http://ufcstats.com/fight-details/e396c509fb47b037,MarQuel Mederos
http://ufcstats.com/fight-details/df9847839c73a678,Jamal Pogues
http://ufcstats.com/fight-details/14e53999507c76a7,Dricus Du Plessis
http://ufcstats.com/fight-details/faf15b752fb8924c,Raquel Pennington
http://ufcstats.com/fight-details/97817609ed46baa0,Neil Magny
http://ufcstats.com/fight-details/ba5005d1116fa45f,Chris Curtis
http://ufcstats.com/fight-details/1a7cd191f0cf160c,Movsar Evloev
http://ufcstats.com/fight-details/670e4754d8d3d172,Garrett Armfield
